content,polarity
'Cette aprem j'ai essayer de sourire avec les dents comme les #MissFrance .... Mon dieu que je suis moche ! Moi fermer sa me va :)',Nan
'Miss Martinique 2011 - Miss France 2012 - MYTF1 http://t.co/kSmEcU8s',Nan
'Miss Guadeloupe 2011 - Miss France 2012 - MYTF1 http://t.co/WuHSQEQR',Nan
'@LauryThilleman en meme temps c'est impossible de ne pas te regarder !! Tu es tellement belle c'est pour sa que tu a été élue #missfrance !!',1
'Audiences TV_ Miss France devant le Téléthon http://t.co/3PArl9Nv #missfrance #telethon #audiences',Nan
'Miss France 2012 n'est pas rousse !!! L'odeur est sauve. #mauvaiseblaguedumatin #sorry #MissFrance',Nan
'[video] Miss Limousin: retour au pays. #Limousin #MissFrance http://t.co/raILHut1',Nan
'Le petit message de Madame de Fontenay à #MissFrance 2012_ @SylvieTellier et Alain Delon... et leur réponse ! http://t.co/SH1OJVpy #LPJ #LGJ',Nan
'Les Esprits criminels redonnent le sourire à TF1 http://t.co/XtZtiR4J',Nan
'Le marché de Noël de Kaysersberg a partagé l'affiche du journal de 13h de TF1_ avec notre nouvelle Miss France... http://t.co/FPPnyQ9t',Nan
'Calendrier Pirelli 2012 : présentation ce mardi ! - News Automoto - TF1 http://t.co/lUBeriNN',Nan
'Miss France 2012 rapporte à TF1 5_3 millions d'euros de pub pour 118 spots sur Téléobs : http://t.co/p9puPxEY',Nan
'Le bonjour alsacien de Miss France - Vidéo replay du journal televise : Le journal de 13h - TF1 http://t.co/wBxiqxCp',Nan
'Le bonjour alsacien de Miss France - Vidéo replay du journal televise : Le journal de 13h - TF1 http://t.co/Tc3qqSeA @LaPatrouille @arob_az',Nan
'Quand TV Mag (partenaire de l’élection Miss France!) assassine le grand prime de TF1_ c'est douloureux et ça donne ça: http://t.co/tQtnLzfc',Nan
'La soirée Miss France 2012 a rapporté 5_3M d'euros bruts de recettes publicitaires à TF1 #CorrespondancedelaPublicité',Nan
'« La chanson de l’année 2011″ avec Nikos Aliagas prochainement sur TF1 http://t.co/gJfwjJ5k',Nan
